video_url,video_id,video_title,author_name,video_category,comment_id,comment_text,comment_category,comment_time,like_count,reply_count,parent_comment_id,comment_level,user_name,crawl_time
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,最强的应该是卡罗尔,其他,3小时前·广东,0,,,一级评论,user_66319cd271bb219b,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我套个法拉第笼，雷神是不是就我没办法了,其他,1周前·IP未知,2,2,,一级评论,user_5731849ceaf79b7c,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,当我看到弹幕有人问格鲁特的手怎么又回来的时候我瞬间对所有弹幕都释怀了,其他,2周前·河南,8,4,,一级评论,user_633bfc054c138858,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,既然灭霸和雷神都是神，并且索尔是阿斯加德的正神，那灭霸照样直接吊打阿斯加德的神呢？,其他,2周前·河北,1,2,,一级评论,user_2d323cebfac01a7f,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,雷神语录，来点巴西的妞,其他,2周前·广东,1,,,一级评论,user_658ae17dcbb0eefe,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,冷知识，斧头的金属都融化了，他只是皮肤焦了一点，可想而知，他的身体强度,其他,2周前·广东,32,2,,一级评论,user_dae2c4a0d03c7c3c,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,班纳叔叔都乐成啥了,其他,2周前·江苏,427,3,,一级评论,user_a4c5e741c30dc843,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,这时候最懵的应该就是黑豹 号称能抵挡一切的能量罩就这么被破了，从天上下来个无敌的友军,其他,3周前·安徽,167,10,,一级评论,user_9ecce1720276910b,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,索尔就喊了一句众神之父赐我力量就上了，也不管众神之父到底赐没赐,其他,2周前·云南,100,3,,一级评论,user_44de679a56ed01e2,2026-09-11T13:33:43+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,当年的彩虹桥简直是漫威救场top1名场面，当时以为美队救场已经很帅了，没想到后面你锤哥藏了个大的,其他,3周前·山东,9,,,一级评论,user_e90172cb60c6d743,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,主要这斧子不仅是武器 还能开彩虹桥传送 牛逼,其他,3周前·内蒙古,44,3,,一级评论,user_432c7cb4f1d2cfa1,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,不仅雷神是真男人，格鲁特也是纯实木,其他,21小时前·河南,2,,,一级评论,user_d7eef1f4ba2daa42,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,谁懂当年雷神出场全场都欢呼,其他,5天前·北京,3,,,一级评论,user_978decbec54ad657,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,雷神超帅的,其他,2周前·安徽,0,,,一级评论,user_470bb9d018100477,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我严重怀疑雷神这类神都是唯心，复联三和复联四战力差距太大了,其他,2周前·安徽,31,6,,一级评论,user_3f0a71466c5f88af,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,有人给我作品点赞吗,其他,5天前·广东,0,,,一级评论,user_ab91ef9a5135ecfd,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,要是他姐姐在能不能打过灭霸,其他,2周前·四川,1,1,,一级评论,user_85f90b3639f3df19,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,为什么彩虹桥不送雷神,其他,17小时前·江苏,0,,,一级评论,user_1fd3060c379f5caf,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,结果复联四的雷神表现力不如美队，这个战斗力表现真的忽高忽低,其他,3周前·四川,1,6,,一级评论,,2026-09-11T13:33:48+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,"索尔：
雷神之力
众神之王奥丁之子
拥有最纯正的阿斯加德神族血统
目前九大神域之王王座的第一继承人
灭霸：
泰坦星一个劲比较大的紫薯精",其他,2天前·上海,7,1,,一级评论,user_f4a47c7b06e1d288,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,如果雷神直接去泰坦星结局会不会好点,其他,3周前·云南,63,13,,一级评论,user_155b174ccac0264d,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,扫码雷神,其他,1天前·湖北,0,,,一级评论,user_3020ae8aa8b2433d,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,漫威史上最夯的救场，我感觉是复联4最后的大战,其他,6天前·甘肃,6,,,一级评论,user_9ba69b85b5414ad8,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,这个时候的雷神是颓废状态。,其他,6天前·江苏,1,,,一级评论,user_6ec8c7aed47e58f6,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,雷神的救场，看一次哭一次,其他,2周前·湖南,1,,,一级评论,user_8ee6e55639c05497,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,黑豹：这哥们谁啊这么牛逼,其他,3周前·河北,122,6,,一级评论,user_f76269496264aa52,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我在想幻视单挑浩克谁赢,其他,3周前·河北,7,4,,一级评论,user_d8ab69befc244643,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我不懂他为什么打不过灭霸,其他,3周前·黑龙江,2,4,,一级评论,user_4f8277c8d25e8c3a,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,复联四雷神不故意吃胖，故意削弱战力，开局灭霸头就掉了，一人就能干掉整个灭霸军团,其他,3周前·安徽,43,7,,一级评论,user_737920ae24f08670,2026-09-11T13:33:52+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,雷神:来点巴西的妞,其他,2周前·福建,0,1,,一级评论,user_258a0ebbbb107a88,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,惊奇是我听过的最强复仇者，就看她撞了几个飞船力气大短暂压制灭霸。雷神是我见过最强的复仇者，从天而降，硬钢6宝石灭霸,其他,2天前·四川,6,1,,一级评论,user_587223f9e2e9c303,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我记得有个以神明之躯并肩凡人一拳打出复联三,其他,1周前·贵州,1,1,,一级评论,user_468e6e4aeae3780b,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,要是超人来了能不能干倒灭霸,其他,6天前·辽宁,1,1,,一级评论,user_b0e75593f08ea2fb,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,如果这时候雷神直接去泰坦星，是不是就有机会劈死灭霸了,其他,2周前·重庆,5,1,,一级评论,user_6b4ff5e902f0c90c,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,这个时候的索尔天下第一，惊奇队长，绯红女巫，奇异博士都是渣渣,其他,2周前·北京,2,,,一级评论,user_589eb9589f67c5f4,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,不理解，这时候的雷神都能单挑拿着宝石的灭霸，到了复联四，跟钢铁侠美队三人都打不过没拿宝石的,其他,3周前·广东,2,2,,一级评论,user_e986cb446bf3264e,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,当你雷神出场的那一刻，我天真的以为能赢,其他,3周前·江苏,11,,,一级评论,user_6556bbb368ebfd81,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,当时看到这里真牛逼呀，直接召唤彩虹桥,其他,6天前·广东,1,,,一级评论,user_14f20b862592da23,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,但凡瓦坎达有个陆盾3000，灭霸大军来再多也是送菜而不是拿着振金长矛说自己是科技最领先的国家,其他,3天前·四川,0,,,一级评论,user_41c3cce9c5739c2a,2026-09-11T13:33:56+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,这回真的是“要是爸爸在就好了”,其他,3周前·湖南,1972,50,,一级评论,user_3d3ad0c1ebb49cd7,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,雷神这小子每次一升级就先美美刷一波兵线,其他,5天前·辽宁,76,2,,一级评论,user_2f04a11f1e0badf6,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,为啥复联4同样是有暴风战斧被灭霸碾压,其他,2周前·江苏,21,2,,一级评论,user_78ec466288ddd587,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,怕复联四被雷神一人杀穿所以给他整成良子了,其他,3周前·山东,323,19,,一级评论,user_18b7a60b2214dcf4,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,为什么最近几个月总是有这种剪辑风格一开始先抛个为什么谁谁谁怎么样  然后来首歌：该怎么形容你最贴切；最后片头的问题到视频结尾也没解答，纯是个电影解说,其他,21小时前·北京,4,3,,一级评论,user_a0ec8fe75d9fee90,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,复联3压迫感最猛的就雷神，一斧子劈跪六宝石灭霸,其他,3周前·北京,4,,,一级评论,user_7ab34540d3b4e6f4,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,奥丁都说了同样爱两个儿子。虽然一个是亲生的，但是呢为什么诺基快死的时候，没有给他力量。,其他,3周前·四川,16,9,,一级评论,user_4b4168a313b64730,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,不是没给他力量，雷神的力量都是雷神自己的，奥丁只是引子,其他,3周前·山东,26,,,一级评论,user_dadde7dd41053995,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,其实你灭霸也挺不容易的早点打的话能撞上奥丁和古一，晚点打的话会撞上哨兵,其他,2周前·广东,4,,,一级评论,user_879d60303be90c0e,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,单挑6宝石灭霸，而且是秒杀,其他,2天前·安徽,1,,,一级评论,user_44550b586b32c656,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,雷神其实在那一刻不该提前发表获胜感言,其他,2天前·广东,0,,,一级评论,user_b98f4903497b3e8d,2026-09-11T13:34:00+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,越长寿越强之人，最强复仇者，奥丁之子,其他,3周前·河南,127,3,,一级评论,user_58004cfba147900c,2026-09-11T13:34:04+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我是不是看见雷神旁边有那个我真的特别爱你的那个跳舞的浣熊,其他,3周前·河南,3,2,,一级评论,user_c9965551ad785d28,2026-09-11T13:34:04+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,三里面风暴战斧顶着六宝石重创灭霸，四里面风暴战斧变得和凡兵一样,其他,2周前·安徽,23,9,,一级评论,user_17cbbb8ac93901bf,2026-09-11T13:34:04+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,雷神真是越来越稳重了，越来越不像当初来地球那个毛头小子。,其他,3周前·辽宁,174,3,,一级评论,user_873b8ec197c0daea,2026-09-11T13:34:04+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我记得雷神过来就是一句“灭霸给我滚出来”，开头洛基、海姆达尔和阿斯加德民众被灭霸扬了，雷神斧头刚造好就拿灭霸开刃,其他,2周前·湖北,7,,,一级评论,user_d90a08eca5ca242d,2026-09-11T13:34:04+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,说实话，灭霸的一切行为的目的都不是杀戮，只是为了他的理想,其他,2周前·河北,2,1,,一级评论,user_1194939c84771985,2026-09-11T13:34:04+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,我去，记得当时在电影院第一次看到雷神这个雷霆大跳帅的我鸡皮疙瘩满身都是,其他,2周前·希腊,1,,,一级评论,user_441d7b94263a2c3b,2026-09-11T13:34:04+08:00
https://v.douyin.com/VbdgIrHokHM/ 12/04 :5pm XMJ:/ J@V.Lw,7675895658934586664,为什么说那年你雷神叔叔选择了弹幕最多的救场方式 #雷神 #复仇者联盟 #漫威 #充能计划,私藏月色i,其他,,说灭霸是正确的，这里就展现出来他是错的，因为是被彩虹桥传送走的要不然灭霸会全杀了，矮人星也不杀完了，并没有所谓的杀一半留一半,其他,3周前·湖北,1,1,,一级评论,user_1b12de2ec9814e13,2026-09-11T13:34:04+08:00
